pasi_rezolutie;timp_rezolutie;cpu_rezolutie;memorie_rezolutie;pasi_dp;timp_dp;cpu_dp;memorie_dp;pasi_dpll;timp_dpll;cpu_dpll;memorie_dpll;rezultat
150;0,031685;0,015625;0,00;188;0,011703;0,015625;0,00;2;0,006070;0,000000;0,00;UNSAT
150;0,018533;0,015625;0,05;191;0,014160;0,000000;0,00;2;0,006299;0,000000;0,00;UNSAT
1150;0,856001;0,859375;0,00;194;0,017334;0,015625;0,00;124;0,025664;0,015625;0,15;SAT
150;0,006190;0,000000;0,50;187;0,022703;0,015625;0,00;2;0,010990;0,000000;0,00;UNSAT
150;0,029176;0,015625;0,00;184;0,014139;0,000000;0,00;2;0,001115;0,000000;0,00;UNSAT
150;0,014173;0,000000;0,00;184;0,013533;0,000000;0,00;2;0,002813;0,000000;0,00;UNSAT
4565;48,912837;46,875000;1,10;187;0,014160;0,015625;0,00;113;0,016169;0,015625;0,45;SAT
8057;110,604466;106,265625;1,21;192;0,017189;0,000000;0,00;120;0,021412;0,015625;0,02;SAT
2354;11,076869;10,531250;2,33;188;0,018647;0,015625;0,00;116;0,014432;0,015625;0,00;SAT
8812;192,731087;187,031250;1,41;186;0,027198;0,000000;0,00;125;0,028053;0,015625;0,20;SAT
12026;716,707024;694,265625;0,58;185;0,016728;0,015625;0,00;124;0,016720;0,015625;0,34;SAT
1010;0,735761;0,718750;0,00;189;0,011174;0,015625;0,00;120;0,019049;0,015625;0,52;SAT
1074;0,911348;0,843750;2,81;185;0,010838;0,015625;0,00;121;0,011754;0,015625;0,00;SAT
150;0,013728;0,000000;0,40;190;0,016690;0,000000;0,00;2;0,000592;0,000000;0,00;UNSAT
8163;89,781207;87,750000;0,78;199;0,015651;0,000000;0,00;122;0,027228;0,031250;0,00;SAT
150;0,043665;0,031250;0,20;197;0,027603;0,000000;0,00;2;0,011774;0,000000;0,00;UNSAT
150;0,029380;0,031250;0,00;187;0,018174;0,015625;0,00;2;0,001038;0,000000;0,00;UNSAT
4763;48,935538;47,000000;1,55;179;0,019308;0,015625;0,00;121;0,019128;0,015625;0,09;SAT
10894;517,850425;502,484375;2,90;186;0,026490;0,000000;0,00;120;0,019117;0,031250;0,57;SAT
9527;357,420489;345,015625;2,62;190;0,016592;0,000000;0,00;127;0,022497;0,000000;0,19;SAT
150;0,015867;0,000000;0,38;187;0,017920;0,000000;0,00;2;0,004626;0,000000;0,00;UNSAT
7452;125,830914;119,531250;1,44;182;0,022452;0,015625;0,00;117;0,013317;0,000000;0,20;SAT
150;0,012648;0,000000;0,34;177;0,015237;0,000000;0,00;2;0,004131;0,000000;0,00;UNSAT
150;0,046101;0,046875;0,00;188;0,014179;0,015625;0,00;2;0,003380;0,000000;0,00;UNSAT
7175;70,001157;67,656250;0,28;192;0,014154;0,015625;0,00;126;0,030776;0,015625;0,38;SAT
150;0,010021;0,015625;0,28;188;0,017438;0,015625;0,00;2;0,002997;0,000000;0,00;UNSAT
1244;1,210019;1,109375;0,00;186;0,023876;0,015625;0,00;115;0,018620;0,015625;0,07;SAT
4841;46,511304;44,390625;2,10;193;0,011356;0,015625;0,00;116;0,018393;0,015625;0,02;SAT
7072;83,101446;79,140625;1,36;198;0,011321;0,015625;0,00;116;0,024406;0,031250;0,23;SAT
1342;1,287020;1,218750;1,73;195;0,020138;0,000000;0,00;121;0,024893;0,031250;0,00;SAT
1245;1,100803;1,000000;0,77;191;0,017113;0,015625;0,00;125;0,017061;0,015625;0,39;SAT
8683;231,732248;223,437500;1,43;195;0,016514;0,000000;0,00;121;0,017749;0,031250;0,43;SAT
150;0,010170;0,015625;0,00;190;0,016223;0,000000;0,00;2;0,003490;0,000000;0,00;UNSAT
1120;0,856045;0,781250;0,00;194;0,017365;0,000000;0,00;126;0,021260;0,015625;0,38;SAT
5929;63,829342;60,546875;2,58;193;0,027129;0,015625;0,00;122;0,016782;0,000000;0,61;SAT
3205;18,680914;17,765625;2,79;188;0,026797;0,015625;0,00;115;0,011704;0,000000;0,11;SAT
8200;146,773915;140,656250;0,79;186;0,015872;0,000000;0,00;120;0,027509;0,015625;0,00;SAT
1096;0,883265;0,843750;0,00;179;0,011814;0,000000;0,00;125;0,023189;0,015625;0,27;SAT
9062;306,362202;295,437500;0,94;183;0,012645;0,015625;0,00;115;0,020591;0,015625;0,29;SAT
150;0,023488;0,015625;0,45;192;0,017290;0,000000;0,00;2;0,001010;0,000000;0,00;UNSAT
10888;633,140248;611,140625;2,02;181;0,013250;0,015625;0,00;120;0,011883;0,015625;0,16;SAT
150;0,027720;0,031250;0,41;188;0,017946;0,015625;0,00;2;0,010134;0,000000;0,00;UNSAT
8912;232,307401;225,640625;0,71;202;0,016893;0,000000;0,00;122;0,020179;0,015625;0,16;SAT
150;0,046603;0,031250;0,17;193;0,024915;0,031250;0,00;2;0,006460;0,000000;0,00;UNSAT
11011;473,389800;456,375000;1,58;195;0,018226;0,015625;0,00;119;0,020948;0,031250;0,14;SAT
150;0,023313;0,015625;0,40;179;0,017983;0,000000;0,00;2;0,009545;0,000000;0,00;UNSAT
9178;298,446583;287,671875;1,98;188;0,012631;0,000000;0,00;125;0,025598;0,015625;0,15;SAT
150;0,033512;0,015625;0,13;187;0,016071;0,000000;0,00;2;0,001681;0,000000;0,00;UNSAT
150;0,012970;0,000000;0,07;199;0,019419;0,015625;0,00;2;0,003420;0,000000;0,00;UNSAT
1157;0,788061;0,781250;0,00;202;0,027468;0,015625;0,00;125;0,025142;0,000000;0,27;SAT
150;0,028484;0,015625;0,25;183;0,014746;0,000000;0,00;2;0,002407;0,000000;0,00;UNSAT
150;0,015524;0,015625;0,00;194;0,022449;0,015625;0,00;2;0,005655;0,000000;0,00;UNSAT
1102;0,888137;0,796875;0,01;184;0,017267;0,015625;0,00;129;0,028562;0,000000;0,26;SAT
150;0,013641;0,000000;0,11;190;0,023018;0,000000;0,00;2;0,005915;0,015625;0,00;UNSAT
5778;64,170694;61,953125;1,33;197;0,014185;0,000000;0,00;115;0,021300;0,031250;0,51;SAT
150;0,008667;0,000000;0,37;194;0,014538;0,000000;0,00;2;0,004550;0,000000;0,00;UNSAT
9579;357,548049;346,031250;0,73;182;0,018506;0,000000;0,00;122;0,018155;0,015625;0,34;SAT
1154;0,881804;0,859375;0,00;185;0,013614;0,000000;0,00;122;0,019161;0,015625;0,29;SAT
11272;472,472731;457,671875;0,16;203;0,025052;0,015625;0,00;125;0,019993;0,015625;0,27;SAT
1030;0,729837;0,703125;0,10;184;0,020500;0,015625;0,00;118;0,019645;0,015625;0,20;SAT
14994;872,387351;845,906250;2,54;192;0,028083;0,000000;0,00;114;0,032120;0,000000;0,14;SAT
150;0,061423;0,015625;0,21;187;0,026269;0,000000;0,00;2;0,008813;0,000000;0,00;UNSAT
150;0,031578;0,015625;0,00;185;0,028992;0,015625;0,00;2;0,003307;0,000000;0,00;UNSAT
150;0,027810;0,015625;0,34;196;0,013901;0,000000;0,00;2;0,002908;0,000000;0,00;UNSAT
5906;92,762763;89,500000;0,55;176;0,014674;0,000000;0,00;118;0,020422;0,031250;0,13;SAT
4451;49,737748;47,937500;2,76;196;0,015570;0,015625;0,00;116;0,018245;0,015625;0,18;SAT
150;0,037690;0,031250;0,00;199;0,016974;0,015625;0,00;2;0,003817;0,000000;0,00;UNSAT
150;0,013352;0,000000;0,00;193;0,018480;0,015625;0,00;2;0,001753;0,000000;0,00;UNSAT
1044;0,695784;0,656250;0,63;202;0,018826;0,015625;0,00;129;0,021055;0,015625;0,24;SAT
4134;26,998485;26,140625;2,39;196;0,017671;0,015625;0,00;115;0,018916;0,015625;0,00;SAT
13851;923,572136;892,906250;1,86;187;0,015073;0,000000;0,00;121;0,024557;0,000000;0,20;SAT
150;0,050859;0,046875;0,16;186;0,018040;0,000000;0,00;2;0,004417;0,015625;0,00;UNSAT
8319;156,166580;150,359375;0,61;186;0,015317;0,015625;0,00;118;0,016392;0,015625;0,00;SAT
150;0,017212;0,000000;0,37;191;0,015657;0,015625;0,00;2;0,006024;0,015625;0,00;UNSAT
150;0,025894;0,015625;0,00;187;0,019338;0,000000;0,00;2;0,005844;0,000000;0,00;UNSAT
10427;399,992962;386,921875;1,54;175;0,027288;0,000000;0,00;108;0,023032;0,000000;0,06;SAT
150;0,022717;0,000000;0,10;191;0,013553;0,015625;0,03;2;0,002894;0,000000;0,00;UNSAT
150;0,042515;0,031250;0,05;200;0,024562;0,015625;0,00;2;0,009845;0,000000;0,00;UNSAT
150;0,012126;0,015625;0,01;190;0,015998;0,015625;0,00;2;0,001655;0,000000;0,00;UNSAT
150;0,034534;0,031250;0,00;197;0,013871;0,015625;0,00;2;0,004776;0,000000;0,00;UNSAT
5982;57,517537;56,031250;0,22;183;0,012129;0,015625;0,00;121;0,015905;0,015625;0,48;SAT
14265;891,151881;864,031250;2,26;190;0,020824;0,015625;0,00;116;0,017583;0,015625;0,51;SAT
3437;15,495199;15,000000;3,04;184;0,011417;0,000000;0,00;116;0,015090;0,015625;0,00;SAT
8968;214,968447;205,843750;2,77;198;0,014290;0,015625;0,00;123;0,018883;0,015625;0,07;SAT
6952;117,685633;111,453125;0,66;192;0,014525;0,000000;0,00;112;0,012427;0,015625;0,41;SAT
150;0,021584;0,015625;0,31;195;0,016165;0,000000;0,00;2;0,004131;0,000000;0,00;UNSAT
4008;23,800782;23,296875;1,91;189;0,017104;0,015625;0,00;121;0,020258;0,015625;0,00;SAT
8497;176,737864;170,468750;1,76;197;0,013022;0,015625;0,00;121;0,027478;0,015625;0,07;SAT
12246;621,035018;601,859375;1,95;197;0,015515;0,015625;0,00;118;0,029307;0,015625;0,25;SAT
5778;50,771019;47,578125;1,74;203;0,012063;0,015625;0,00;113;0,014855;0,015625;0,24;SAT
8629;203,166451;196,453125;1,36;188;0,010418;0,000000;0,00;119;0,012866;0,000000;0,15;SAT
1199;0,951859;0,906250;0,00;187;0,026075;0,000000;0,00;123;0,020847;0,015625;0,23;SAT
1092;0,759306;0,703125;0,00;198;0,020663;0,015625;0,00;120;0,022203;0,015625;0,25;SAT
17586;1467,315791;1427,281250;2,39;198;0,007047;0,000000;0,00;120;0,005468;0,015625;0,19;SAT
14871;957,564878;928,562500;2,20;195;0,018065;0,015625;0,00;118;0,031071;0,015625;0,24;SAT
1140;0,768143;0,703125;0,00;192;0,014455;0,015625;0,00;126;0,062147;0,015625;0,00;SAT
3095;17,507790;17,093750;3,09;192;0,023763;0,000000;0,00;121;0,017860;0,015625;0,00;SAT
150;0,038851;0,031250;0,00;184;0,014922;0,000000;0,00;2;0,004877;0,015625;0,00;UNSAT
7626;107,682635;102,734375;1,66;190;0,022384;0,000000;0,00;119;0,019609;0,015625;0,01;SAT
150;0,014599;0,015625;0,16;179;0,011439;0,000000;0,00;2;0,009760;0,015625;0,00;UNSAT
2792;12,248836;11,687500;1,59;201;0,032359;0,015625;0,00;119;0,021273;0,015625;0,07;SAT
1383;1,175183;1,125000;0,00;201;0,025696;0,000000;0,00;128;0,017999;0,015625;0,33;SAT
9210;278,188944;267,265625;1,15;201;0,024364;0,015625;0,00;123;0,027121;0,031250;0,38;SAT
8669;156,295439;150,906250;1,83;197;0,020353;0,015625;0,00;124;0,021767;0,015625;0,29;SAT
150;0,010687;0,000000;0,40;187;0,015677;0,000000;0,00;2;0,003715;0,000000;0,00;UNSAT
13109;769,378885;746,359375;1,59;180;0,014074;0,000000;0,00;122;0,013881;0,015625;0,21;SAT
11852;800,249481;774,562500;1,83;185;0,012980;0,015625;0,00;121;0,017446;0,015625;0,64;SAT
150;0,007049;0,000000;0,16;178;0,017040;0,000000;0,00;2;0,007303;0,000000;0,00;UNSAT
8767;249,521349;240,359375;1,23;182;0,020984;0,000000;0,00;123;0,025698;0,015625;0,64;SAT
1010;0,680019;0,625000;0,25;190;0,021091;0,015625;0,00;128;0,029113;0,000000;0,55;SAT
150;0,021461;0,015625;0,26;201;0,020356;0,015625;0,00;2;0,003857;0,000000;0,00;UNSAT
3465;21,936339;20,796875;2,08;188;0,020406;0,000000;0,00;126;0,019155;0,015625;0,00;SAT
3802;23,742339;23,234375;1,59;183;0,015402;0,000000;0,00;121;0,015824;0,000000;0,39;SAT
5773;52,219265;50,109375;1,81;193;0,018258;0,015625;0,00;118;0,018117;0,015625;0,21;SAT
150;0,025744;0,015625;0,22;195;0,021107;0,031250;0,00;2;0,007576;0,000000;0,00;UNSAT
8784;223,265605;216,062500;2,32;194;0,016101;0,000000;0,00;121;0,022413;0,015625;0,19;SAT
150;0,026568;0,015625;0,22;173;0,013863;0,015625;0,00;2;0,006498;0,000000;0,00;UNSAT
8364;161,859981;157,046875;2,68;192;0,009814;0,000000;0,00;130;0,026704;0,015625;0,25;SAT
3463;17,232000;16,828125;2,38;203;0,022237;0,000000;0,00;120;0,020409;0,015625;0,00;SAT
150;0,055906;0,015625;0,17;194;0,021044;0,015625;0,00;2;0,011818;0,000000;0,00;UNSAT
150;0,011065;0,015625;0,27;194;0,019030;0,000000;0,00;2;0,000505;0,000000;0,00;UNSAT
150;0,017807;0,031250;0,00;187;0,019747;0,015625;0,00;2;0,006333;0,000000;0,00;UNSAT
10284;370,613950;358,187500;0,59;185;0,020826;0,000000;0,00;122;0,019906;0,015625;0,38;SAT
5477;56,224281;54,328125;1,82;191;0,018036;0,000000;0,00;122;0,017616;0,015625;0,25;SAT
150;0,015539;0,015625;0,21;198;0,016338;0,015625;0,00;2;0,000661;0,000000;0,00;UNSAT
1008;0,800030;0,765625;0,00;186;0,010922;0,000000;0,00;126;0,023210;0,000000;0,34;SAT
2103;6,774647;6,453125;2,89;186;0,017295;0,015625;0,00;118;0,025021;0,015625;0,03;SAT
150;0,037676;0,015625;0,00;185;0,010978;0,015625;0,00;2;0,001592;0,000000;0,00;UNSAT
1670;6,176691;5,953125;2,84;182;0,015886;0,000000;0,00;122;0,019639;0,015625;0,13;SAT
10159;448,102890;437,656250;0,80;187;0,025391;0,000000;0,00;122;0,023876;0,015625;0,23;SAT
150;0,032851;0,031250;0,05;189;0,013249;0,015625;0,00;2;0,006847;0,000000;0,00;UNSAT
150;0,026222;0,015625;0,01;183;0,011522;0,000000;0,00;2;0,006922;0,000000;0,00;UNSAT
1138;0,813403;0,796875;0,00;183;0,023640;0,015625;0,00;124;0,019470;0,015625;0,25;SAT
1009;0,898141;0,843750;0,23;200;0,021568;0,015625;0,00;125;0,025141;0,015625;0,07;SAT
3424;17,930900;17,390625;2,21;183;0,016549;0,015625;0,00;120;0,021817;0,015625;0,02;SAT
9919;306,235550;299,343750;1,94;194;0,013211;0,015625;0,00;126;0,038132;0,015625;0,20;SAT
150;0,035823;0,031250;0,00;178;0,013390;0,000000;0,00;2;0,003579;0,000000;0,00;UNSAT
150;0,006923;0,015625;0,71;182;0,013617;0,000000;0,00;2;0,003201;0,015625;0,00;UNSAT
10837;561,719836;542,625000;0,70;195;0,014838;0,015625;0,00;122;0,019652;0,015625;0,36;SAT
1648;5,289131;5,156250;3,02;176;0,014083;0,015625;0,00;112;0,037203;0,015625;0,00;SAT
10913;412,733150;402,359375;1,84;193;0,019457;0,000000;0,00;119;0,019049;0,015625;0,28;SAT
150;0,009322;0,015625;0,27;190;0,026112;0,015625;0,00;2;0,003272;0,000000;0,00;UNSAT
150;0,014896;0,015625;0,00;195;0,018147;0,000000;0,00;2;0,003805;0,015625;0,00;UNSAT
150;0,013207;0,015625;0,00;179;0,012261;0,015625;0,00;2;0,003405;0,000000;0,00;UNSAT
11697;422,846298;412,218750;1,04;200;0,019974;0,015625;0,00;127;0,026438;0,015625;0,29;SAT
150;0,038035;0,015625;0,00;193;0,025344;0,015625;0,00;2;0,011658;0,000000;0,00;UNSAT
150;0,012691;0,000000;0,26;184;0,028698;0,015625;0,00;2;0,008045;0,000000;0,00;UNSAT
1091;0,810116;0,765625;0,00;190;0,017697;0,015625;0,00;121;0,030320;0,000000;0,58;SAT
1008;0,707547;0,671875;0,00;179;0,018666;0,000000;0,00;112;0,018403;0,015625;0,08;SAT
1036;0,798702;0,781250;0,00;191;0,018610;0,031250;0,00;127;0,020222;0,015625;0,22;SAT
1130;0,741537;0,656250;0,00;190;0,012327;0,000000;0,00;116;0,021065;0,000000;0,46;SAT
6807;85,437054;81,515625;2,23;185;0,023508;0,015625;0,00;120;0,023255;0,015625;0,04;SAT
150;0,035016;0,031250;0,12;185;0,012146;0,015625;0,00;2;0,007446;0,000000;0,00;UNSAT
150;0,029785;0,015625;0,26;168;0,028419;0,000000;0,00;2;0,006578;0,000000;0,00;UNSAT
150;0,027703;0,031250;0,00;200;0,021300;0,015625;0,00;2;0,000993;0,000000;0,00;UNSAT
8441;141,082079;135,421875;1,05;195;0,029350;0,015625;0,00;117;0,015305;0,015625;0,39;SAT
150;0,028826;0,000000;0,23;197;0,030508;0,000000;0,00;2;0,007503;0,000000;0,00;UNSAT
150;0,017905;0,000000;0,01;188;0,024837;0,015625;0,00;2;0,010918;0,000000;0,00;UNSAT
150;0,020850;0,000000;0,00;194;0,019761;0,031250;0,00;2;0,009445;0,000000;0,00;UNSAT
1185;0,959952;0,937500;0,46;186;0,014452;0,015625;0,00;119;0,022607;0,015625;0,00;SAT
150;0,026202;0,015625;0,12;183;0,021510;0,000000;0,00;2;0,008467;0,000000;0,00;UNSAT
1047;0,707058;0,625000;0,36;183;0,031455;0,000000;0,00;118;0,017760;0,000000;0,00;SAT
3548;17,853758;17,406250;2,91;186;0,016568;0,015625;0,00;124;0,039900;0,015625;0,00;SAT
150;0,023419;0,000000;0,00;204;0,030211;0,000000;0,00;2;0,007094;0,000000;0,00;UNSAT
